Date	Time	Location	Description
10-02-12	1445	500 Monroe Lane NO PI	VEHICLE ACCIDENT
10-02-12	1735	Massie Road NO PI	VEHICLE ACCIDENT
10-03-12	0030	Clemons Library, 4th floor	LARCENY
10-03-12	1330	400 Block Pratt Drive	SIMPLE ASSULT
10-03-12	1238	Gibson Hall	BREAKING AND ENTERING
10-03-12	1553	McKim Hall	BREAKING AND ENTERING
10-03-12	2125	100 Block of 11th St SW	ASSIST CITIZEN MENTAL
10-04-12	0330	Hospital Drive	ASSIST CITIZEN
10-04-12	0237	225 Hereford Drive	ASSIST CITIZEN
10-04-12	0400	1254 Emmet Street North	DRUG VIOLATION
10-04-12	0542	1215 Lee Street	SUSPICIOUS CIRCUMSTANCE
10-04-12	0817	Weedon Dorm Bus Stop	LOST PROPERTY
10-03-12	1000	McKim Hall	SUSPICIOUS PERSON
10-04-12	1300	Weedon Dorm	LARCENY
10-04-12	1610	University Hall Bus Stop	ASSIST CITIZEN
10-04-12	2242	O Hill Dining	SUSPICIOUS PERSON
10-05-12	0333	704 Bice House	ASSIST CITIZEN MEDICAL
10-05-12	0936	Jordan Hall	BREAKING & ENTERING
10-05-12	1400	Monroe Hall Gate	PROPERTY DAMAGE
10-05-12	2145	134 Mimosa Court	ASSIST CITIZEN MENTAL
10-07-12	0210	735 Alderman Road	ASSIST CITIZEN MEDICAL
10-07-12	1806	561 McCormick Road	PROPERTY DAMAGE
10-07-12	2026	450 Whitehead Road	SUSPICIOUS CIRCUMSTANCE
10-08-12	1300	286 Massie Road	FIRE
10-08-12	1405	McCormick Road NO PI	TRAFFIC ACCIDENT
10-09-12	0140	252 McCormick Road	UNLAWFUL ENTRY
10-09-12	1200	1702 Gordon Avenue	NARCOTICS VIOLATION
10-09-12	1630	11th Street Parking Garage NO PI	TRAFFIC ACCIDENT
10-09-12	1815	600 Alderman Road	DRUNK IN PUBLIC
10-09-12	2009	Hench Dorm	ASSAULT
10-10-12	0815	380 Crispell Drive	VANDALISM
10-10-12	0816	2454 Old Ivy Road	PROPERTY DAMAGE
10-10-12	0840	Primary Care Center	LARCENY
10-10-12	1051	155 Rugby Road	ASSIST CITIZEN
10-10-12	1700	Wilson Hall Auditorium	PROPERTY LOST
10-10-12	1918	11TH Street Parking Garage	DAMAGED PROPERTY
10-11-12	1742	235 Hereford Drive	LOST PROPERTY
10-12-12	0050	774 Alderman Road	ASSIST CITIZEN MEDICAL
10-12-12	0019	145 McCormick Road	MEDICAL ASSIST
10-12-12	0200	435 Treehouse Drive	ASSIST CITIZEN MEDICAL
10-12-12	0208	Hospital Drive No PI	TRAFFIC ACCIDENT
10-12-12	0105	University Avenue/14th Street	D.U.I.
10-12-12	0643	100 Block S. Emmet Street	D.I.P.
10-12-12	0605	The Rotunda	IMPERSONATING A POLICE OFFICER
10-11-12	1211	Campbell Hall	LARCENY
10-12-12	1315	Memorial Gym	LARCENY
10-12-12	2325	Campbell Hall	LARCENY
10-13-12	0525	1215 Lee St	SIMPLE ASSAULT
10-13-12	0445	508 Floyd Drive	DIP
10-13-12	0659	35 Hancock Dr	DIP
10-13-12	1800	Stadium Rd and Alderman Rd	TRAFFIC OFFENSE
10-13-12	1930	1815 Stadium Rd	DIP
10-13-12	1705	Scott Stadium	DESTRUCTION OF PROPERTY
10-13-12	1615	Geldard Drive	DIP
10-13-12	2035	North Gate Scott Stadium	DIP
10-13-13	2050	85 Engineers Way Rice Hall	DIP
10-14-12	0335	1210 Lee Street	LARCENY/VEHICLE
10-15-12	1453	Wilsdorf Hall	SUSPICIOUS PERSON
10-15-12	1521	Gilmer Hall 011	LARCENY/BUILDING
10-16-12	1630	Ruffin Hall	BREAKING & ENTERING
10-17-12	1313	Alumni Hall	ASSIST AGENCY
10-17-12	2159	200 Culbreth Road	SUSPICIOUS CIRCUMSTANCES
10-18-12	1500	11th Street Garage	PROPERTY DAMAGE
10-18-12	1730	101 Hospital Drive	TRESPASS
10-18-12	1530	149 Newcomb Road	VANDALISM
10-18-12	1630	UVA Hospital	LARCENY
10-18-2012	1903	700 Leonard Sandridge Drive	VEHICLE ACCIDENT
10-19-12	0550	Dobie House Apt 403	ASSIST CITIZEN MEDICAL
10-19-12	0647	290 Massie Road P.I.	HIT & RUN
10-19-12	1418	Claude Moore Library	LARCENY FROM BUILDING
10-19-12	1249	Commonwealth Court Parking Lot	LARCENY ALL OTHER
10-19-12	2140	363 Bonnycastle Dr (Physics Building)	PROPERTY DAMAGE
10-20-12	0445	Henry Avenue	TRAFFIC STOP
10-20-12	0300	1826 University Avenue	TRESPASS
10-20-12	1225	450 Whitehead Road	LARCENY
10-20-12	1300	450 Whitehead Road	LARCENY
10-20-12	1800	Hospital 6 East Room 6105	LARCENY
10-21-12	0510	774 Alderman Road	DIP
10-20-12	1930	70 McCormick Road	DIP
10-20-2012	2005	X	TRAFFIC ACCIDENT
10-20-12	2350	1215 Lee Street, Room #4149	SUSPICIOUS CIRCUMSTANCE
10-21-12	0500	385 Dillard	ASSIST CITIZEN
10-21-12	0505	219 Metcalf	ASSIST CITIZEN
10-21-12	1845	668 Massie Road The Park	PROPERTY DAMAGE
10-21-12	2200	200 Block of McCormick Road	FOUND PROPERTY
10-21-12	2215	UVA Hospital	FOUND PROPERTY
10-22-12	1323	Jordan Hall	BURGLARY
10-22-12	1317	Medical Center	ASSIST AGENCY
10-22-12	1515	Hall	SUSPICIOUS PERSON
10-22-12	1609	M1 PARKING Lot	VEHICLE ACCIDENT
10-22-12	2030	Norris House	ASSIST CITIZEN MENTAL
10-23-12	0050	Gooch House	ASSAULT
10-23-12	1426	Jordan Hall	LARCENY
10-24-12	0033	Alderman Rd & Pratt Dr	DRUNK IN PUBLIC
10-24-12	0109	Younger House	ANNOYING PHONE CALLS
10-24-12	0409	1210 Lee Street	DUI
10-24-12	0131	1210 Lee Street	DIP
10-24-12	1240	UVA Hospital West	ASSIST AGENCY
10-25-12	1714	Central Grounds Garage	PROPERTY DAMAGE
10-24-12	1855	MR6 Building	LOST PROPERTY
10-24-12	2000	UVA Hospital	LARCENY
10-24-12	2332	Emmet/Ivy Parking Garage	ASSAULT
10-25-12	1615	The Garden Room	LOST PROPERTY
10-25-12	1800	Alderman Library	LARCENY
10-25-12	2323	A6 Parking Lot	VANDALISM
10-26-12	0240	Gilmer Hall	SUSPICIOUS CIRCUMSTANCES
10-26-12	1110	Alderman Road NO P.I.	VEHICLE ACCIDENT
10-26-12	1400	Wilson Hall	BURGLARY
10-26-12	1554	Whitehead Road Bus Stop	LOST PROPERTY
10-26-12	1613	Lee Street NO P.I.	VEHICLE ACCIDENT
10-26-12	2000	University Avenue	FOUND PROPERTY
10-27-12	0028	Emmett St & University Ave	DUI
10-27-12	0144	The Rotunda University Ave	ASSAULT SIMPLE
10-27-12	1455	Duffy Blvd NO P.I.	TRAFFIC ACCIDENT
10-27-12	1507	Lawn	PROPERTY LOST
10-27-12	2205	JPJ Arena, UVA	DIP
10-27-12	2200	JPJ	ASSAULT SIMPLE
10-28-12	05:40	John Paul Jones Arena	LARCENY
10-28-12	0415	Vaughan Drive	ASSIST CITIZEN
10-28-12	0450	Alderman Road/Floyd Drive	ASSIST CITIZEN
10-28-12	0550	Peters Dorm	ASSIST CITIZEN
10-28-12	1506	Dobi Dorms	WELFARE CHECK
10-28-12	1830	UVA Hospital	ASSIST AGENCY
10-29-12	2100	Lambeth	ASSIST CITIZEN MEDICAL
10-29-12	1015	170 Rugby Road NO P.I.	VEHICLE ACCIDENT
10-29-12	1300	1215 Lee Street	ASSIST AGENCY
10-29-12	1850	Alderman Library	LARCENY
10-30-12	0110	Lambeth Commons	DIP
10-30-12	0445	Arlington Blvd	DUI
10-30-12	1122	Alderman Rd	ACCIDENT
OCC:1650	10-30-12	1015 Massie Rd The Park	SUSPICIOUS CIRCUMSTANCE
OCC:1951	10-30-12	Kent Dorm	DRUG/NARCOTIC
10-31-12	0830	21 Hospital Drive	SUSPICIOUS CIRCUMSTANCES
11-01-12	0425	Crispell Drive & Lee Street	DIP/WEAPONS LAW OFFENSE
11-01-12	1520	1222 Jefferson Park Avenue	FRAUD
11-01-12	1830	Wilsdorf Hall	FOUND PROPERTY
11-01-12	1900	McCormick Road Temporary Dining Hall	LARCENY
11-02-12	0505	ROOSEVELT BROWN BL/CRISPELL DR.	DRUNK IN PUBLIC
11-02-12	0607	1600 Block JPA	DUI
11-02-12	1108	200 JEANETTE LANCASTER WAY	LARCENY
11-02-12	1245	FAYERWEATHER HALL	BREAKING AND ENTERING
11-02-12	1310	University Ave	TRAFFIC ACCIDENT
11-02-12	1810	80 ENGINEERING WAY	ASSIST CITIZEN
11-02-12	2352	KENT DORM	NARCOTIC VIOLATION
11-03-12	0400	Dunglison House	ASSIST CITIZEN
11-03-12	0245	40 South lawn	ASSIST CITIZEN
11-03-12	0400	Scott Stadium	SUSPICIOUS CIRCUMSTANCE
OCC:	04001-03-12	Dunnington House	ASSIST CITIZEN
11-03-12	1130	Newcomb Hall	LARCENY
11-03-12	2000	UVA West Complex	D.I.P.
11-03-12	2359	Kent Dorms	SUSPICIOUS PERSON
11-03-12	2310	MCCORMICK ROAD	ASSIST CITIZEN
11-04-12	0122	1309 W. Main St	DIP
11-04-12	2030	434 Lannigan Field	VANDALISM
11-04-12	2300	102 14th St NW	ASSIST AGENCY
11-05-12	0230	100 Block 15th Street	ASSIST AGENCY
11-05-12	1000	East Lot University Hall	TRAFFIC ACCIDENT
11-05-12	1443	2304 Ivy Road	annoying phone calls
11-05-12	1945	1619 University Ave	SAFE KEEPING
11-05-12	2002	New Cabell Hall	LOST PROPERTY
11-05-12	2359	1415 JPA McKim Center	PHONE CALLS
11-06-12	1130	200 Emmett Street Dell Lot	VANDALISM
11-05-12	1520	UVA Hospital	ASSAULT
11-06-12	1535	UVA Hospital West	LOST PROPERTY
11-06-12	1502	Jordon Hall	PROPERTY DAMAGE
11-06-12	1642	New Cabell Hall	ASSAULT
11-06-12	2305	UVA Hospital	FOUND PROPERTY
11-07-12	0520	Johnson House	LOST PROPERTY
11-07-12	0740	UVA Hospital Link	LARCENY
11-07-12	1325	1215 Lee Street	LARCENY
11-07-12	1654	UVA Primary Care Center	ASSAULT
11-08-12	1006	914 Emmet Street	ASSIST CITIZEN MEDICAL
11-08-12	1035	1215 Lee St	ASSIST OTHER AGENCY
11-08-12	0848	Primary Care	ANNOYING PHONE CALLS
11-08-12	2050	1515 University Avenue	WEAPONS OFFENSE
11-08-12	2140	Wyburn dorm	SUSPICIOUS CIRCUMSTANCES
11-08-12	2320	Hospital	SIMPLE ASSUALT
11-08-12	2350	Carrs Hill Road	DIP
11-09-12	0505	900 WEST MAIN	DRIVING UNDER INFLUENCE
11-09-12	1124	Millmont St	TRAFFIC ACCIDENT
11-09-12	1226	x	x
11-09-12	1623	Rugby RD	PHONE CALL THREATENING
11-10-12	0430	MALONE	ASSIST CITIZEN MEDICAL
11-10-12	1101	MADISON LANE	ASSIST CITIZEN MEDICAL
11-10-12	1630	Stadium RD	DRUNK IN PUBLIC
11-10-12	1505	Scott Stadium	DRUNK IN PUBLIC
11-10-12	2240	Gordon Ave	NARCOTIC VIOLATION
11-11-12	0345	1826 University Avenue	ASSAULT
11-11-12	0500	1215 Lee Street	ASSIST CITIZEN MEDICAL
11-11-12	0400	Bonnycastle Dorm	ALARM
11-11-12	1438	Balz Dobi Dorm	SUSPICIOUS CIRCUMSTANCE
11-11-12	2330	175 Malone House	ASSIST CITIZEN MEDICAL
11-12-12	2235	East Lawn	POSSESSION OF MARIJUANA
11-13-12	0212	291 McCormick Road	MOTOR VEHICLE THEFT
11-13-12	0747	UVA Hospital	B & E
11-13-12	1241	Physics Building	B & E
11-13-12	1530	AFC parking lot	LOST PROPERTY
11-13-12	1442	Seymour Road	FRAUD
11-14-12	1525	5 West lawn Garden	MOTOR VEHICLE THEFT
11-14-12	1645	109 Culbreth Rd NO PI	MOTOR VEHICLE ACCIDENT
11-14-12	1815	Alderman Road Construction	ASSIST CITIZEN
11-14-12	1718	585 McCormick Rd	LARCENY OTHER
11-14-12	2000	Massie Rd	ASSIST CITIZEN
11-14-12	2308	295 Massie Rd	D.I.P.
11-14-12	2315	295 Massie Rd	D.I.P.
11-14-12	2349	Alderman/McCormick Rd	D.I.P.
11-15-12	1134	Lee Street	LARCENY
11-15-12	2345	West Pavilion	MEDICAL ASSIST
11-15-12	2337	Stadium Road	D. I. P.
11-15-12	2028	6 Building	LARCENY
11-15-12	2330	Scott Stadium North Gate	LIQUOR LAW VIOLATION
11-16-12	0600	Stadium Road	MEDICAL ASSIST
11-15-12	2325	Scott Stadium North Gate	D.I.P.
11-16-12	0045	East Lawn	BREAKING & ENTERING
11-16-12	0520	Whitehead & Stadium Road	D.I.P.
11-16-12	0100	UVA P.D Lobby	ASSIST CITIZEN
OCC:	11-16-12	Dunnington Dorm	SUSPICIOUS CIRCUMSTANCE
11-16-12	0819	Engineers Way	VANDALISM
11-16-12	1000	Lee Street	LARCENY
11-16-12	1025	Washington Hall	VANDALISM
11-16-12	1300	Thornton Hall	AGGRAVATED ASSAULT
11-16-12	1630	University Ave.	SIMPLE ASSAULT
11-16-12	2000	Chemistry	LARCENY
11-17-12	0345	University Avenue	DISORDERLY CONDUCT
11-17-12	1708	Culbreth Road	PROPERTY LOST
11-17-12	2315	University Avenue	TRESPASS
11-18-12	0001	University Avenue	ASSAULT SIMPLE
11-18-12	0015	Dillard House	ASSIST CITIZEN
11-18-12	0500	Gooch Dorm	LIQOUR LAW VIOLATION
11-18-12	0306	Rugby Rd	LIQOUR LAW VIOLATION
11-18-12	1515	Rugby Rd	LARCENY
11-18-12	1727	JPJ Surface Lot	PROPERTY DAMAGE
11-19-12	1005	Jordan Hall	B & E
11-19-12	1044	Monroe Hall	FOUND PROPERTY
11-19-12	0928	Battle Building	LARCENY
11-19-12	1144	Battle Building	LARCENY
11-19-12	1107	Hospital Drive Parking Lot	AUTO THEFT
11-19-12	1500	Bavaro Hall	LARCENY
11-20-12	0244	218 15th Street	DIP
11-20-12	0905	Culbreth Garage	VANDALISM
11-20-12	1515	Central Grounds Parking Garage NO PI	TRAFFIC ACCIDENT
11-20-12	1830	Nau Hall	FOUND PROPERTY
11-20-12	2300	1215 Lee Street	DIP
11-20-12	2330	1215 Lee Street	ASSAULT
11-21-12	0713	145 McCormick Road	FOUND PROPERTY
11-21-12	0230	Lee Street NO PI	VEHICLE ACCIDENT
11-21-12	1822	Dillard Dorm	VANDALISM
11-21-12	2240	1215 Lee Street	SIMPLE ASSAULT
11-23-12	0841	McCormick Road	TRESPASSING
11-24-12	1330	1222 Jefferson Park Avenue (Blake Center)	BREAKING & ENTERING
11-25-12	0430	Ivy Road	DRUG VIOLATION
11-25-12	1300	1215 Lee Street	LARCENY
11-25-12	1750	McGuffey Dorm	ANIMAL COMPLAINT
11-25-12	1930	Alderman Library	LARCENY
OCC:	201011-25-12	Aquatic and Fitness Center	MEDICAL ASSIST
11-26-12	0720	Old Medical School	SUSPICIOUS CIRCUMSTANCES
11-27-12	0918	1215 Lee Street	LOST PROPERTY
11-27-12	1200	McLeod Hall	BREAKING AND ENTERING
11-27-12	1500	Law School	BREAKING AND ENTERING
11-27-12	1316	Alderman Road	LOST PROPERTY
11-28-12	1200	Clark Hall	SUSPICIOUS PERSON
11-28-12	1335	UVA Police Department	FOUND PROPERTY
11-28-12	1600	Clark Hall	SUSPICIOUS PERSON
11-28-12	1619	Charles Brown Library	LARCENY
11-28-12	1606	Old Medical School	LARCENY
11-29-12	0130	21 Hospital Drive	SUSPICIOUS PERSON
11-29-12	0210	201 Sprigg Lane	ASSIST CITIZEN
11-29-12	0930	1215 Lee Street	LARCENY
11-29-12	0930	1335 Lee Street	LARCENY
11-29-12	2015	1335 Lee Street	PROPERTY DAMAGE
11-29-12	2256	Bavaro Hall	BREAKING & ENTERING
11-30-12	1200	1900 Stadium Road	PROPERTY DAMAGE
11-30-12	1345	Pavilion 7	UNLAWFUL ENTRY
11-30-12	1529	234B Bavaro Hall	PROPERTY LOST
11-30-12	1637	2009 Stadium Road NO P.I.	AUTOMOBILE ACCIDENT
11-30-12	2300	UVA Hospital Primary Care	LOST PROPERTY
12-01-12	0600	432 McCormick	ASSIST CITIZEN
12-01-12	0700	145 McCormick	VANDALISM
12-01-12	1400	Alderman Library	LARCENY
12-02-12	0105	University Ave & McCormick Rd	DUI
12-02-12	0355	450 McCormick Rd	MEDICAL ASSIST
12-02-12	0255	Alderman & McCormick Rd	SUSPICIOUS CIRCUMSTANCES
12-02-12	0348	460 Dillard	MEDICAL ASSIST
12-02-12	0330	452 Lambeth Residences	ASSIST CITIZEN
12-02-12	0414	Hancock House	ASSIST CITIZEN
12-02-12	1731	Bonnycastle Dorm	SUSPICIOUS PERSONS
12-02-12	1818	Old Cabell Hall	BURGLARY
12-03-12	0100	South Lawn	LARCENY
12-03-12	0910	795 Alderman Road	ASSIST CITIZEN
12-03-12	1045	265 Hereford Drive	LARCENY
12-03-12	1700	155 Rugby Road	OBSCENE SEXUAL DISPLAY
12-03-12	1330	1315 Lee Street NO P.I.	HIT & RUN
12-04-12	2030	156 Engineers Way	ACCIDENT
12-04-12	1058	Culbreth Garage	LARCENY
12-04-12	1330	1335 Lee Street Hospital Multistory Building	LARCENY
12-05-12	0515	School of Engineering & Applied Sciences	EMBEZZLEMENT
12-05-12	1030	1224 JPA Blake Center	BREAKING & ENTERING
12-05-12	1206	Fitzhugh Dorm	ASSIST CITIZEN
12-05-12	1430	West Range	LARCENY
12-05-12	2230	1215 Lee Street	DRUNK IN PUBLIC
12-06-12	0200	Dunglison	SUSPICIOUS CIRCUMSTANCES
12-06-12	0549	JPA	DUI
12-06-12	0321	Lee St.	ASSIST AGENCY
12-06-12	1313	Lee St.	ASSIST AGENCY
12-06-12	1250	Monroe lane	FRUAD
12-06-12	1545	Randall Hall	BURGLARY
12-06-12	2130	Hospital West Urology Clinic	LARCENY
12-07-12	1600	Slaughter Recreation Center	ASSIST CITIZEN
12-07-12	2000	UVA Police Department	FOUND PROPERTY
12-08-12	0220	511 Kellogg Dorm	MEDICAL ASSIST
12-08-12	1545	Alderman Library 4th floor	LARCENY
12-08-12	1536	Old Cabell Hall Room	LARCENY
12-08-12	2030	1200 block of Lee Street	D.I.P.
12-09-12	0925	1215 Lee Street	FIRE
12-10-12	0734	101 Hospital Drive	ASSIST CITIZEN MEDICAL
12-10-12	1036	21 Hospital Drive	BREAKING & ENTERING
12-10-12	1405	Newcomb Hall	LARCENY
12-10-12	2235	485 McCormick Road	LARCENY
12-11-12	0430	160 McCormick Road	LARCENY
12-11-12	0900	1215 Lee Street	ASSIST OTHER AGENCY
12/10/12	2355	Clark Hall	B & E
12-12-12	0525	1340 Jefferson Park Avenue	TRESPASS
12-12-12	1618	Hunter Smith Band Building	LARCENY
12-12-12	2220	1215 Lee Street	D.I P.
12-13-12	0334	579 McCormick Road	ASSIST CITIZEN
12-13-12	1258	Robertson Hall	LARCENY
12-13-12	1500	Alderman Library	LARCENY
12-13-12	1815	George Welsh Way NO PI	HIT & RUN
12-14-12	0150	Newcomb Hall	SUSPICIOUS CIRCUMSTANCES
12-14-12	0716	1200 Lee Street	PROPERTY DAMAGE
12-14-12	0817	AFC	COUNTERFEITING
12-14-12	1130	Newcomb Hall	LARCENY
12-14-12	1445	Thornton Hall	BREAKING & ENTERING
12-14-12	1522	West Lawn	ASSIST CITIZEN
12-14-12	1726	1215 Lee Street	ASSIST AGENCY
12-14-12	2359	200 Massie Road	DIP/ESCAPE CUSTODY
12-15-12	0200	295 Massie Rd. No PI	HIT & RUN
12-15-12	1445	160 McCormick Rd.	E.C.O.
12-15-12	2030	126 McGuffey Dorm	MEDICAL ASSIST
12-15-12	2101	295 Massie Rd. JPJ Arena	DRUG VIOLATATION
12-15-12	2125	295 Massie Rd. / JPJ Arena	DIP
12-16-12	0100	295 Massie Rd.	DIP
12-16-12	0420	200 McCormick Rd	TRESPASS
12-16-12	2119	Clemons Library	LARCENY
12-17-12	0715	382 McCormick Road	FOUND PROPERTY
12-17-12	0919	480 Floyd Drive	FOUND PROPERTY
12-17-12	1349	Law School	LARCENY
12-17-12	1645	Primary Care Center	THREATING CALLS
12-17-12	2026	Kerchof Hall	BURGLARY
12-18-12	1105	1215 Lee Street	WARRANT SERVICE
12-19-12	0615	1826 University Avenue	SUSPICIOUS INCIDENT
12-19-12	0605	115 Ruppel Drive	TRESPASS
12-19-12	0800	1215 Lee Street	SAFE KEEPING
12-19-12	1307	University of Virginia Police Headquarters	FOUND PROPERTY
12-19-12	1453	University Avenue	VEHICLE ACCIDENT
12-20-12	0420	Alderman Road	SIMPLE ASSAULT
12-20-12	0200	University Avenue	TRESPASSING
12-20-12	1134	x	x
12-20-12	1842	West Scott Stadium	VEHICLE ACCIDENT
12-21-12	0500	Ivy Road	DUI
12-20-12	0909	400 Emmet Street	LOST PROPERTY
12-21-12	1520	1340 Jefferson Park Avenue	LOST PROPERTY
12-21-12	1745	382 McCormick Road	LARCENY FROM BUILDING
12-21-12	1909	UVA Hospital, 6 East	ASSIST AGENCY
12-21-12	2254	Lower Hereford Bus Stop	ASSIST CITIZEN
0535	0535	Lee ST	ASSIST AGENCY
12-22-12	1013	McKim Hall	BREAKING & ENTERING
12-22-12	2100	Chemistry Building	TREPASS
12-23-12	0208	1215 Lee Street	DIP
12-23-12	0530	800 West Main Street	ELUDING POLICE
12-23-12	1059	1215 Lee Street	ASSIST AGENCY
12-23-12	1800	1215 Lee Street	DIP
12-24-12	1630	80 Engineers Way	LOST PROPERTY
12-26-12	1500	1221 Lee St Primary Care	BURGLARY
12-27-12	0610	North Emmet Street	DUI
12-27-12	1100	11th St Garage	SIMPLE ASSAULT
12-27-12	2134	600 Massie Road	DIP
12-28-12	0445	900 Block W Main St	DUI
12-28-12	1115	1215 Lee Street UVA Hospital 2nd Fl.	PROPERTY LOST
12-28-12	1530	1989 University Ave Carr’s Hill Field	DIP/TREPASS
12-28-12	2100	1215 Lee St	TRESPASS
12-29-12	1125	1215 Lee St	ASSIST OTHER AGENCY/WARRANT SERVICE
12-30-12	2035	1215 Lee Street	SUSPICIOUS CIRCUMSTANCE
